,Mot1,Mot2,Cat1,Cat2,Sem1,Sem2
85391,shampoingneur,shampoing,Ncms,Ncms,@AGM,@ACT
85392,shampoingneur,shampoing,Ncms,Ncms,@AGM,@RES
85393,shampoingneur,shampoingneuse,Ncms,Ncfs,@AGM,@AGF
85394,shampoingneuse,shampoing,Ncfs,Ncms,@AGF,@ACT
85395,shampoingneuse,shampoing,Ncfs,Ncms,@AGF,@RES
85396,shampoingneuse,shampoingneur,Ncfs,Ncms,@AGF,@AGM
85404,shampooineur,shampooiner,Ncms,Vmn----,@AGM,@
85405,shampooineur,shampooiner,Ncms,Vmn----,@AGM,@
85406,shampooineur,shampooineuse,Ncms,Ncfs,@AGM,@AGF
85407,shampooineuse,shampooiner,Ncfs,Vmn----,@AGF,@
85408,shampooineuse,shampooineur,Ncfs,Ncms,@AGF,@AGM
85418,shampouineur,shampouiner,Ncms,Vmn----,@AGM,@
85419,shampouineur,shampouiner,Ncms,Vmn----,@AGM,@
85420,shampouineur,shampouineuse,Ncms,Ncfs,@AGM,@AGF
85421,shampouineuse,shampouiner,Ncfs,Vmn----,@AGF,@
85422,shampouineuse,shampouineur,Ncfs,Ncms,@AGF,@AGM
85429,shooteur,shooter,Ncms,Vmn----,@AGM,@
85430,shooteur,shooter,Ncms,Vmn----,@AGM,@
85465,siccateur,sécher,Ncms,Vmn----,@AGM,@
85466,siccateur,siccatif,Ncms,Afpms,@AGM,@PRP
85522,siffleur,sifflage,Ncms,Ncms,@AGM,@ACT
85523,siffleur,sifflage,Ncms,Ncms,@AGM,@RES
85524,siffleur,sifflement,Ncms,Ncms,@AGM,@ACT
85525,siffleur,sifflement,Ncms,Ncms,@AGM,@RES
85526,siffleur,siffler,Ncms,Vmn----,@AGM,@
85527,siffleur,siffler,Ncms,Vmn----,@AGM,@
85528,siffleur,siffleuse,Ncms,Ncfs,@AGM,@AGF
85529,siffleuse,sifflage,Ncfs,Ncms,@AGF,@ACT
85530,siffleuse,sifflage,Ncfs,Ncms,@AGF,@RES
85531,siffleuse,sifflement,Ncfs,Ncms,@AGF,@ACT
85532,siffleuse,sifflement,Ncfs,Ncms,@AGF,@RES
85533,siffleuse,siffler,Ncfs,Vmn----,@AGF,@
85534,siffleuse,siffler,Ncfs,Vmn----,@AGF,@
85535,siffleuse,siffleur,Ncfs,Ncms,@AGF,@AGM
85555,siffloteur,sifflotement,Ncms,Ncms,@AGM,@ACT
85556,siffloteur,sifflotement,Ncms,Ncms,@AGM,@RES
85557,siffloteur,siffloter,Ncms,Vmn----,@AGM,@
85558,siffloteur,siffloter,Ncms,Vmn----,@AGM,@
85559,siffloteur,siffloteuse,Ncms,Ncfs,@AGM,@AGF
85560,siffloteuse,sifflotement,Ncfs,Ncms,@AGF,@ACT
85561,siffloteuse,sifflotement,Ncfs,Ncms,@AGF,@RES
85562,siffloteuse,siffloter,Ncfs,Vmn----,@AGF,@
85563,siffloteuse,siffloter,Ncfs,Vmn----,@AGF,@
85564,siffloteuse,siffloteur,Ncfs,Ncms,@AGF,@AGM
85578,signaleur,signalement,Ncms,Ncms,@AGM,@ACT
85579,signaleur,signalement,Ncms,Ncms,@AGM,@RES
85580,signaleur,signaler,Ncms,Vmn----,@AGM,@
85581,signaleur,signaler,Ncms,Vmn----,@AGM,@
85627,silhouetteur,silhouettage,Ncms,Ncms,@AGM,@ACT
85628,silhouetteur,silhouettage,Ncms,Ncms,@AGM,@RES
85629,silhouetteur,silhouetter,Ncms,Vmn----,@AGM,@
85680,sillonneur,sillonnement,Ncms,Ncms,@AGM,@ACT
85681,sillonneur,sillonnement,Ncms,Ncms,@AGM,@RES
85682,sillonneur,sillonner,Ncms,Vmn----,@AGM,@
85683,sillonneur,sillonner,Ncms,Vmn----,@AGM,@
85702,simulateur,simulation,Ncms,Ncfs,@AGM,@ACT
85703,simulateur,simulation,Ncms,Ncfs,@AGM,@RES
85704,simulateur,simulatrice,Ncms,Ncfs,@AGM,@AGF
85705,simulateur,simuler,Ncms,Vmn----,@AGM,@
85706,simulateur,simuler,Ncms,Vmn----,@AGM,@
85716,simulatrice,simulateur,Ncfs,Ncms,@AGF,@AGM
85717,simulatrice,simulation,Ncfs,Ncfs,@AGF,@ACT
85718,simulatrice,simulation,Ncfs,Ncfs,@AGF,@RES
85719,simulatrice,simuler,Ncfs,Vmn----,@AGF,@
85720,simulatrice,simuler,Ncfs,Vmn----,@AGF,@
85774,siroteur,siroter,Ncms,Vmn----,@AGM,@
85775,siroteur,siroter,Ncms,Vmn----,@AGM,@
85776,siroteur,siroteuse,Ncms,Ncfs,@AGM,@AGF
85777,siroteuse,siroter,Ncfs,Vmn----,@AGF,@
85778,siroteuse,siroter,Ncfs,Vmn----,@AGF,@
85779,siroteuse,siroteur,Ncfs,Ncms,@AGF,@AGM
85794,skieur,skier,Ncms,Vmn----,@AGM,@
85795,skieur,skieuse,Ncms,Ncfs,@AGM,@AGF
85796,skieuse,skier,Ncfs,Vmn----,@AGF,@
85797,skieuse,skieur,Ncfs,Ncms,@AGF,@AGM
85806,slalomeur,slalomer,Ncms,Vmn----,@AGM,@
85807,slalomeur,slalomer,Ncms,Vmn----,@AGM,@
85808,slalomeur,slalomeuse,Ncms,Ncfs,@AGM,@AGF
85809,slalomeuse,slalomer,Ncfs,Vmn----,@AGF,@
85810,slalomeuse,slalomer,Ncfs,Vmn----,@AGF,@
85811,slalomeuse,slalomeur,Ncfs,Ncms,@AGF,@AGM
85848,soiffeur,soiffer,Ncms,Vmn----,@AGM,@
85849,soiffeur,soiffer,Ncms,Vmn----,@AGM,@
85850,soiffeur,soiffeuse,Ncms,Ncfs,@AGM,@AGF
85851,soiffeuse,soiffer,Ncfs,Vmn----,@AGF,@
85852,soiffeuse,soiffer,Ncfs,Vmn----,@AGF,@
85853,soiffeuse,soiffeur,Ncfs,Ncms,@AGF,@AGM
85859,soigneur,soigner,Ncms,Vmn----,@AGM,@
85860,soigneur,soigner,Ncms,Vmn----,@AGM,@
85861,soigneur,soigneuse,Ncms,Ncfs,@AGM,@AGF
85862,soigneuse,soigner,Ncfs,Vmn----,@AGF,@
85863,soigneuse,soigneur,Ncfs,Ncms,@AGF,@AGM
85880,soldeur,solder,Ncms,Vmn----,@AGM,@
85881,soldeur,solder,Ncms,Vmn----,@AGM,@
85920,solliciteur,solliciter,Ncms,Vmn----,@AGM,@
85921,solliciteur,solliciteuse,Ncms,Ncfs,@AGM,@AGF
85922,solliciteuse,solliciter,Ncfs,Vmn----,@AGF,@
85923,solliciteuse,solliciteur,Ncfs,Ncms,@AGF,@AGM
85958,solutionneur,solutionnement,Ncms,Ncms,@AGM,@ACT
85959,solutionneur,solutionnement,Ncms,Ncms,@AGM,@RES
85960,solutionneur,solutionner,Ncms,Vmn----,@AGM,@
85961,solutionneur,solutionner,Ncms,Vmn----,@AGM,@
86031,sondeur,sondage,Ncms,Ncms,@AGM,@ACT
86032,sondeur,sondage,Ncms,Ncms,@AGM,@RES
86033,sondeur,sonder,Ncms,Vmn----,@AGM,@
86034,sondeur,sonder,Ncms,Vmn----,@AGM,@
86035,sondeur,sondeuse,Ncms,Ncfs,@AGM,@AGF
86036,sondeuse,sondage,Ncfs,Ncms,@AGF,@ACT
86037,sondeuse,sondage,Ncfs,Ncms,@AGF,@RES
86038,sondeuse,sonder,Ncfs,Vmn----,@AGF,@
86039,sondeuse,sondeur,Ncfs,Ncms,@AGF,@AGM
86062,songeur,songement,Ncms,Ncms,@AGM,@ACT
86063,songeur,songement,Ncms,Ncms,@AGM,@RES
86064,songeur,songer,Ncms,Vmn----,@AGM,@
86065,songeur,songer,Ncms,Vmn----,@AGM,@
86066,songeur,songeuse,Ncms,Ncfs,@AGM,@AGF
86067,songeuse,songement,Ncfs,Ncms,@AGF,@ACT
86068,songeuse,songement,Ncfs,Ncms,@AGF,@RES
86069,songeuse,songer,Ncfs,Vmn----,@AGF,@
86070,songeuse,songer,Ncfs,Vmn----,@AGF,@
86071,songeuse,songeur,Ncfs,Ncms,@AGF,@AGM
86120,sonneur,sonnage,Ncms,Ncms,@AGM,@ACT
86121,sonneur,sonnage,Ncms,Ncms,@AGM,@RES
86122,sonneur,sonner,Ncms,Vmn----,@AGM,@
86123,sonneur,sonner,Ncms,Vmn----,@AGM,@
86124,sonneur,sonneuse,Ncms,Ncfs,@AGM,@AGF
86125,sonneuse,sonnage,Ncfs,Ncms,@AGF,@ACT
86126,sonneuse,sonnage,Ncfs,Ncms,@AGF,@RES
86127,sonneuse,sonnement,Ncfs,Ncms,@AGF,@ACT
86128,sonneuse,sonnement,Ncfs,Ncms,@AGF,@RES
86129,sonneuse,sonner,Ncfs,Vmn----,@AGF,@
86130,sonneuse,sonner,Ncfs,Vmn----,@AGF,@
86131,sonneuse,sonneur,Ncfs,Ncms,@AGF,@AGM
86162,sophistiqueur,sophistication,Ncms,Ncfs,@AGM,@ACT
86163,sophistiqueur,sophistication,Ncms,Ncfs,@AGM,@RES
86164,sophistiqueur,sophistiquer,Ncms,Vmn----,@AGM,@
86165,sophistiqueur,sophistiquer,Ncms,Vmn----,@AGM,@
86166,sophistiqueur,sophistiqueuse,Ncms,Ncfs,@AGM,@AGF
86167,sophistiqueuse,sophistication,Ncfs,Ncfs,@AGF,@ACT
86168,sophistiqueuse,sophistication,Ncfs,Ncfs,@AGF,@RES
86169,sophistiqueuse,sophistiquer,Ncfs,Vmn----,@AGF,@
86170,sophistiqueuse,sophistiquer,Ncfs,Vmn----,@AGF,@
86171,sophistiqueuse,sophistiqueur,Ncfs,Ncms,@AGF,@AGM
86174,sorboniqueur,sorbonique,Ncms,Ncfs,@AGM,@ACT
86175,sorboniqueur,sorbonique,Ncms,Ncfs,@AGM,@RES
86178,sorbonniqueur,sorbonnique,Ncms,Ncfs,@AGM,@ACT
86179,sorbonniqueur,sorbonnique,Ncms,Ncfs,@AGM,@RES
86183,sorgueur,sorgue,Ncms,Ncfs,@AGM,@ACT
86184,sorgueur,sorgue,Ncms,Ncfs,@AGM,@RES
86185,sorgueur,sorguer,Ncms,Vmn----,@AGM,@
86186,sorteur,sortir,Ncms,Vmn----,@AGM,@
86208,soucheteur,souchetage,Ncms,Ncms,@AGM,@ACT
86209,soucheteur,souchetage,Ncms,Ncms,@AGM,@RES
86210,soucheteur,soucheter,Ncms,Vmn----,@AGM,@
86211,soucheteur,soucheter,Ncms,Vmn----,@AGM,@
86233,soudeur,soudage,Ncms,Ncms,@AGM,@ACT
86234,soudeur,soudage,Ncms,Ncms,@AGM,@RES
86235,soudeur,souder,Ncms,Vmn----,@AGM,@
86236,soudeur,soudeuse,Ncms,Ncfs,@AGM,@AGF
86237,soudeuse,soudage,Ncfs,Ncms,@AGF,@ACT
86238,soudeuse,soudage,Ncfs,Ncms,@AGF,@RES
86239,soudeuse,souder,Ncfs,Vmn----,@AGF,@
86240,soudeuse,soudeur,Ncfs,Ncms,@AGF,@AGM
86288,souffleteur,souffleter,Ncms,Vmn----,@AGM,@
86289,souffleteur,souffleter,Ncms,Vmn----,@AGM,@
86290,souffleteur,souffleteuse,Ncms,Ncfs,@AGM,@AGF
86291,souffleteuse,souffleter,Ncfs,Vmn----,@AGF,@
86292,souffleteuse,souffleter,Ncfs,Vmn----,@AGF,@
86293,souffleteuse,souffleteur,Ncfs,Ncms,@AGF,@AGM
86294,souffleur,soufflage,Ncms,Ncms,@AGM,@ACT
86295,souffleur,soufflage,Ncms,Ncms,@AGM,@RES
86296,souffleur,soufflement,Ncms,Ncms,@AGM,@ACT
86297,souffleur,soufflement,Ncms,Ncms,@AGM,@RES
86298,souffleur,souffler,Ncms,Vmn----,@AGM,@
86299,souffleur,souffler,Ncms,Vmn----,@AGM,@
86300,souffleur,souffleuse,Ncms,Ncfs,@AGM,@AGF
86301,souffleuse,soufflage,Ncfs,Ncms,@AGF,@ACT
86302,souffleuse,soufflage,Ncfs,Ncms,@AGF,@RES
86303,souffleuse,soufflement,Ncfs,Ncms,@AGF,@ACT
86304,souffleuse,soufflement,Ncfs,Ncms,@AGF,@RES
86305,souffleuse,souffler,Ncfs,Vmn----,@AGF,@
86306,souffleuse,souffler,Ncfs,Vmn----,@AGF,@
86307,souffleuse,souffleur,Ncfs,Ncms,@AGF,@AGM
86331,soufreur,soufrage,Ncms,Ncms,@AGM,@ACT
86332,soufreur,soufrage,Ncms,Ncms,@AGM,@RES
86333,soufreur,soufrer,Ncms,Vmn----,@AGM,@
86334,soufreur,soufrer,Ncms,Vmn----,@AGM,@
86335,soufreur,soufreuse,Ncms,Ncfs,@AGM,@AGF
86336,soufreuse,soufrage,Ncfs,Ncms,@AGF,@ACT
86337,soufreuse,soufrage,Ncfs,Ncms,@AGF,@RES
86338,soufreuse,soufrer,Ncfs,Vmn----,@AGF,@
86339,soufreuse,soufreur,Ncfs,Ncms,@AGF,@AGM
86346,souhaiteur,souhaiter,Ncms,Vmn----,@AGM,@
86347,souhaiteur,souhaiter,Ncms,Vmn----,@AGM,@
86348,souhaiteur,souhaiteuse,Ncms,Ncfs,@AGM,@AGF
86349,souhaiteuse,souhaiter,Ncfs,Vmn----,@AGF,@
86350,souhaiteuse,souhaiter,Ncfs,Vmn----,@AGF,@
86351,souhaiteuse,souhaiteur,Ncfs,Ncms,@AGF,@AGM
86357,souilleur,souiller,Ncms,Vmn----,@AGM,@
86358,souilleur,souiller,Ncms,Vmn----,@AGM,@
86382,soulévateur,soulever,Ncms,Vmn----,@AGM,@
86397,souleveuse,soulevage,Ncfs,Ncms,@AGF,@ACT
86398,souleveuse,soulevage,Ncfs,Ncms,@AGF,@RES
86399,souleveuse,soulever,Ncfs,Vmn----,@AGF,@
86400,souleveuse,soulever,Ncfs,Vmn----,@AGF,@
86437,souligneur,soulignage,Ncms,Ncms,@AGM,@ACT
86438,souligneur,soulignage,Ncms,Ncms,@AGM,@RES
86439,souligneur,soulignement,Ncms,Ncms,@AGM,@ACT
86440,souligneur,soulignement,Ncms,Ncms,@AGM,@RES
86441,souligneur,souligner,Ncms,Vmn----,@AGM,@
86442,souligneur,souligner,Ncms,Vmn----,@AGM,@
86443,souligneur,souligneuse,Ncms,Ncfs,@AGM,@AGF
86444,souligneuse,soulignage,Ncfs,Ncms,@AGF,@ACT
86445,souligneuse,soulignage,Ncfs,Ncms,@AGF,@RES
86446,souligneuse,soulignement,Ncfs,Ncms,@AGF,@ACT
86447,souligneuse,soulignement,Ncfs,Ncms,@AGF,@RES
86448,souligneuse,souligner,Ncfs,Vmn----,@AGF,@
86449,souligneuse,souligner,Ncfs,Vmn----,@AGF,@
86450,souligneuse,souligneur,Ncfs,Ncms,@AGF,@AGM
86453,soûlotteur,soûlotter,Ncms,Vmn----,@AGM,@
86479,soupeur,souper,Ncms,Vmn----,@AGM,@
86480,soupeur,souper,Ncms,Vmn----,@AGM,@
86481,soupeur,soupeuse,Ncms,Ncfs,@AGM,@AGF
86482,soupeuse,souper,Ncfs,Vmn----,@AGF,@
86483,soupeuse,souper,Ncfs,Vmn----,@AGF,@
86484,soupeuse,soupeur,Ncfs,Ncms,@AGF,@AGM
86489,soupireur,soupirer,Ncms,Vmn----,@AGM,@
86490,soupireur,soupirer,Ncms,Vmn----,@AGM,@
86521,souscripteur,souscription,Ncms,Ncfs,@AGM,@ACT
86522,souscripteur,souscription,Ncms,Ncfs,@AGM,@RES
86523,souscripteur,souscrire,Ncms,Vmn----,@AGM,@
86533,soustracteur,soustractif,Ncms,Afpms,@AGM,@PRP
86534,soustracteur,soustraction,Ncms,Ncfs,@AGM,@ACT
86535,soustracteur,soustraction,Ncms,Ncfs,@AGM,@RES
86570,souteneur,soutenir,Ncms,Vmn----,@AGM,@
86596,soutireuse,soutirage,Ncfs,Ncms,@AGF,@ACT
86597,soutireuse,soutirage,Ncfs,Ncms,@AGF,@RES
86598,soutireuse,soutirer,Ncfs,Vmn----,@AGF,@
86633,spécificateur,spécificatif,Ncms,Afpms,@AGM,@PRP
86634,spécificateur,spécification,Ncms,Ncfs,@AGM,@ACT
86635,spécificateur,spécification,Ncms,Ncfs,@AGM,@RES
86636,spécificateur,spécifier,Ncms,Vmn----,@AGM,@
86637,spécificateur,spécifier,Ncms,Vmn----,@AGM,@
86669,spectateur,spectatrice,Ncms,Ncfs,@AGM,@AGF
86670,spectatrice,spectacle,Ncfs,Ncms,@AGF,@ACT
86671,spectatrice,spectacle,Ncfs,Ncms,@AGF,@RES
86672,spectatrice,spectateur,Ncfs,Ncms,@AGF,@AGM
86673,spéculateur,spéculatif,Ncms,Afpms,@AGM,@PRP
86674,spéculateur,spéculation,Ncms,Ncfs,@AGM,@ACT
86675,spéculateur,spéculation,Ncms,Ncfs,@AGM,@RES
86676,spéculateur,spéculatrice,Ncms,Ncfs,@AGM,@AGF
86677,spéculateur,spéculer,Ncms,Vmn----,@AGM,@
86678,spéculateur,spéculer,Ncms,Vmn----,@AGM,@
86699,spéculatrice,spéculateur,Ncfs,Ncms,@AGF,@AGM
86700,spéculatrice,spéculatif,Ncfs,Afpms,@AGF,@PRP
86701,spéculatrice,spéculation,Ncfs,Ncfs,@AGF,@ACT
86702,spéculatrice,spéculation,Ncfs,Ncfs,@AGF,@RES
86703,spéculatrice,spéculer,Ncfs,Vmn----,@AGF,@
86704,spéculatrice,spéculer,Ncfs,Vmn----,@AGF,@
86731,spoliateur,spoliatif,Ncms,Afpms,@AGM,@PRP
86732,spoliateur,spoliation,Ncms,Ncfs,@AGM,@ACT
86733,spoliateur,spoliation,Ncms,Ncfs,@AGM,@RES
86734,spoliateur,spoliatrice,Ncms,Ncfs,@AGM,@AGF
86735,spoliateur,spolier,Ncms,Vmn----,@AGM,@
86753,spoliatrice,spoliateur,Ncfs,Ncms,@AGF,@AGM
86754,spoliatrice,spoliatif,Ncfs,Afpms,@AGF,@PRP
86755,spoliatrice,spoliation,Ncfs,Ncfs,@AGF,@ACT
86756,spoliatrice,spoliation,Ncfs,Ncfs,@AGF,@RES
86757,spoliatrice,spolier,Ncfs,Vmn----,@AGF,@
86763,spongiculteur,spongicultrice,Ncms,Ncfs,@AGM,@AGF
86764,spongiculteur,spongiculture,Ncms,Ncfs,@AGM,@ACT
86765,spongiculteur,spongiculture,Ncms,Ncfs,@AGM,@RES
86766,spongicultrice,spongiculteur,Ncfs,Ncms,@AGF,@AGM
86767,spongicultrice,spongiculture,Ncfs,Ncfs,@AGF,@ACT
86768,spongicultrice,spongiculture,Ncfs,Ncfs,@AGF,@RES
86801,sprinteur,sprinter,Ncms,Vmn----,@AGM,@
86802,sprinteur,sprinteuse,Ncms,Ncfs,@AGM,@AGF
86803,sprinteuse,sprinter,Ncfs,Vmn----,@AGF,@
86804,sprinteuse,sprinteur,Ncfs,Ncms,@AGF,@AGM
86823,stabilisateur,stabilisation,Ncms,Ncfs,@AGM,@ACT
86824,stabilisateur,stabilisation,Ncms,Ncfs,@AGM,@RES
86825,stabilisateur,stabiliser,Ncms,Vmn----,@AGM,@
86826,stabilisateur,stabiliser,Ncms,Vmn----,@AGM,@
86845,staffeur,staffer,Ncms,Vmn----,@AGM,@
86846,staffeur,staffer,Ncms,Vmn----,@AGM,@
86847,staffeur,staffeuse,Ncms,Ncfs,@AGM,@AGF
86848,staffeuse,staffer,Ncfs,Vmn----,@AGF,@
86849,staffeuse,staffer,Ncfs,Vmn----,@AGF,@
86850,staffeuse,staffeur,Ncfs,Ncms,@AGF,@AGM
86938,stéréotypeur,stéréotypage,Ncms,Ncms,@AGM,@ACT
86939,stéréotypeur,stéréotypage,Ncms,Ncms,@AGM,@RES
86940,stéréotypeur,stéréotyper,Ncms,Vmn----,@AGM,@
86941,stéréotypeur,stéréotyper,Ncms,Vmn----,@AGM,@
86945,stérilisateur,stérilisation,Ncms,Ncfs,@AGM,@ACT
86946,stérilisateur,stérilisation,Ncms,Ncfs,@AGM,@RES
86947,stérilisateur,stériliser,Ncms,Vmn----,@AGM,@
86948,stérilisateur,stériliser,Ncms,Vmn----,@AGM,@
86992,stimulateur,stimulation,Ncms,Ncfs,@AGM,@ACT
86993,stimulateur,stimulation,Ncms,Ncfs,@AGM,@RES
86994,stimulateur,stimuler,Ncms,Vmn----,@AGM,@
86995,stimulateur,stimuler,Ncms,Vmn----,@AGM,@
87044,stoppeur,stoppage,Ncms,Ncms,@AGM,@ACT
87045,stoppeur,stoppage,Ncms,Ncms,@AGM,@RES
87046,stoppeur,stopper,Ncms,Vmn----,@AGM,@
87047,stoppeur,stopper,Ncms,Vmn----,@AGM,@
87048,stoppeur,stoppeuse,Ncms,Ncfs,@AGM,@AGF
87049,stoppeuse,stoppage,Ncfs,Ncms,@AGF,@ACT
87050,stoppeuse,stoppage,Ncfs,Ncms,@AGF,@RES
87051,stoppeuse,stopper,Ncfs,Vmn----,@AGF,@
87052,stoppeuse,stopper,Ncfs,Vmn----,@AGF,@
87053,stoppeuse,stoppeur,Ncfs,Ncms,@AGF,@AGM
87140,stucateur,stuquer,Ncms,Vmn----,@AGM,@
87273,suborneur,suborner,Ncms,Vmn----,@AGM,@
87274,suborneur,suborner,Ncms,Vmn----,@AGM,@
87277,subrogateur,subrogatif,Ncms,Afpms,@AGM,@PRP
87278,subrogateur,subrogation,Ncms,Ncfs,@AGM,@ACT
87279,subrogateur,subrogation,Ncms,Ncfs,@AGM,@RES
87280,subrogateur,subroger,Ncms,Vmn----,@AGM,@
87399,subvertisseur,subvertir,Ncms,Vmn----,@AGM,@
87400,subvertisseur,subvertir,Ncms,Vmn----,@AGM,@
87401,subvertisseur,subvertisseuse,Ncms,Ncfs,@AGM,@AGF
87402,subvertisseuse,subvertir,Ncfs,Vmn----,@AGF,@
87403,subvertisseuse,subvertir,Ncfs,Vmn----,@AGF,@
87404,subvertisseuse,subvertisseur,Ncfs,Ncms,@AGF,@AGM
87419,successeur,succéder,Ncms,Vmn----,@AGM,@
87420,successeur,succéder,Ncms,Vmn----,@AGM,@
87421,successeur,successif,Ncms,Afpms,@AGM,@PRP
87422,successeur,succession,Ncms,Ncfs,@AGM,@ACT
87423,successeur,succession,Ncms,Ncfs,@AGM,@RES
87464,suceur,sucement,Ncms,Ncms,@AGM,@ACT
87465,suceur,sucement,Ncms,Ncms,@AGM,@RES
87466,suceur,sucer,Ncms,Vmn----,@AGM,@
87467,suceur,sucer,Ncms,Vmn----,@AGM,@
87468,suceur,suceuse,Ncms,Ncfs,@AGM,@AGF
87469,suceuse,suçage,Ncfs,Ncms,@AGF,@ACT
87470,suceuse,suçage,Ncfs,Ncms,@AGF,@RES
87471,suceuse,sucement,Ncfs,Ncms,@AGF,@ACT
87472,suceuse,sucement,Ncfs,Ncms,@AGF,@RES
87473,suceuse,sucer,Ncfs,Vmn----,@AGF,@
87474,suceuse,suceur,Ncfs,Ncms,@AGF,@AGM
87495,suçoteur,suçotement,Ncms,Ncms,@AGM,@ACT
87496,suçoteur,suçotement,Ncms,Ncms,@AGM,@RES
87497,suçoteur,suçoter,Ncms,Vmn----,@AGM,@
87498,suçoteur,suçoter,Ncms,Vmn----,@AGM,@
87499,suçoteur,suçoteuse,Ncms,Ncfs,@AGM,@AGF
87500,suçoteuse,suçotement,Ncfs,Ncms,@AGF,@ACT
87501,suçoteuse,suçotement,Ncfs,Ncms,@AGF,@RES
87502,suçoteuse,suçoter,Ncfs,Vmn----,@AGF,@
87503,suçoteuse,suçoter,Ncfs,Vmn----,@AGF,@
87504,suçoteuse,suçoteur,Ncfs,Ncms,@AGF,@AGM
87598,suiveur,suivage,Ncms,Ncms,@AGM,@ACT
87599,suiveur,suivage,Ncms,Ncms,@AGM,@RES
87600,suiveur,suivre,Ncms,Vmn----,@AGM,@
87642,sulfateur,sulfater,Ncms,Vmn----,@AGM,@
87643,sulfateuse,sulfatage,Ncfs,Ncms,@AGF,@ACT
87644,sulfateuse,sulfatage,Ncfs,Ncms,@AGF,@RES
87645,sulfateuse,sulfatation,Ncfs,Ncfs,@AGF,@ACT
87646,sulfateuse,sulfatation,Ncfs,Ncfs,@AGF,@RES
87647,sulfateuse,sulfater,Ncfs,Vmn----,@AGF,@
87648,sulfateuse,sulfater,Ncfs,Vmn----,@AGF,@
87674,sulfiteur,sulfiter,Ncms,Vmn----,@AGM,@
87742,superviseur,supervision,Ncms,Ncfs,@AGM,@ACT
87743,superviseur,supervision,Ncms,Ncfs,@AGM,@RES
87749,supinateur,supination,Ncms,Ncfs,@AGM,@ACT
87750,supinateur,supination,Ncms,Ncfs,@AGM,@RES
87753,supplantateur,supplantation,Ncms,Ncfs,@AGM,@ACT
87754,supplantateur,supplantation,Ncms,Ncfs,@AGM,@RES
87755,supplantateur,supplantatrice,Ncms,Ncfs,@AGM,@AGF
87756,supplantateur,supplanter,Ncms,Vmn----,@AGM,@
87757,supplantateur,supplanter,Ncms,Vmn----,@AGM,@
87758,supplantateur,supplanteur,Ncms,Ncms,@AGM,@AGM
87759,supplantateur,supplanteuse,Ncms,Ncfs,@AGM,@AGF
87773,supplantatrice,supplantateur,Ncfs,Ncms,@AGF,@AGM
87774,supplantatrice,supplantation,Ncfs,Ncfs,@AGF,@ACT
87775,supplantatrice,supplantation,Ncfs,Ncfs,@AGF,@RES
87776,supplantatrice,supplanter,Ncfs,Vmn----,@AGF,@
87777,supplantatrice,supplanter,Ncfs,Vmn----,@AGF,@
87778,supplantatrice,supplanteur,Ncfs,Ncms,@AGF,@AGM
87779,supplantatrice,supplanteuse,Ncfs,Ncfs,@AGF,@AGF
87793,supplanteur,supplantateur,Ncms,Ncms,@AGM,@AGM
87794,supplanteur,supplantation,Ncms,Ncfs,@AGM,@ACT
87795,supplanteur,supplantation,Ncms,Ncfs,@AGM,@RES
87796,supplanteur,supplantatrice,Ncms,Ncfs,@AGM,@AGF
87797,supplanteur,supplanter,Ncms,Vmn----,@AGM,@
87798,supplanteur,supplanter,Ncms,Vmn----,@AGM,@
87799,supplanteur,supplanteuse,Ncms,Ncfs,@AGM,@AGF
87800,supplanteuse,supplantateur,Ncfs,Ncms,@AGF,@AGM
87801,supplanteuse,supplantation,Ncfs,Ncfs,@AGF,@ACT
87802,supplanteuse,supplantation,Ncfs,Ncfs,@AGF,@RES
87803,supplanteuse,supplantatrice,Ncfs,Ncfs,@AGF,@AGF
87804,supplanteuse,supplanter,Ncfs,Vmn----,@AGF,@
87805,supplanteuse,supplanter,Ncfs,Vmn----,@AGF,@
87806,supplanteuse,supplanteur,Ncfs,Ncms,@AGF,@AGM
87818,suppléteur,suppléer,Ncms,Vmn----,@AGM,@
87819,suppléteur,supplétif,Ncms,Afpms,@AGM,@PRP
87849,suppresseur,suppressif,Ncms,Afpms,@AGM,@PRP
87850,suppresseur,suppression,Ncms,Ncfs,@AGM,@ACT
87851,suppresseur,suppression,Ncms,Ncfs,@AGM,@RES
87852,suppresseur,supprimer,Ncms,Vmn----,@AGM,@
87853,suppresseur,supprimer,Ncms,Vmn----,@AGM,@
87909,supraconducteur,supraconduction,Ncms,Ncfs,@AGM,@ACT
87910,supraconducteur,supraconduction,Ncms,Ncfs,@AGM,@RES
88044,surchauffeur,surchauffage,Ncms,Ncms,@AGM,@ACT
88045,surchauffeur,surchauffage,Ncms,Ncms,@AGM,@RES
88046,surchauffeur,surchauffement,Ncms,Ncms,@AGM,@ACT
88047,surchauffeur,surchauffement,Ncms,Ncms,@AGM,@RES
88048,surchauffeur,surchauffer,Ncms,Vmn----,@AGM,@
88190,surenchérisseur,surenchérir,Ncms,Vmn----,@AGM,@
88191,surenchérisseur,surenchérissement,Ncms,Ncms,@AGM,@ACT
88192,surenchérisseur,surenchérissement,Ncms,Ncms,@AGM,@RES
88193,surenchérisseur,surenchérisseuse,Ncms,Ncfs,@AGM,@AGF
88194,surenchérisseuse,surenchérir,Ncfs,Vmn----,@AGF,@
